"TID","Comment","EN","JP","KR","FR","DE"
"TID_DECO_GARDEN_PLANTEDFLOWERSMALL_YELLOW",,"Yellow Flower Planter","黄色い花の花壇","노란색 화단","Jardinière de fleurs jaunes","Gelber Blumentopf"
"TID_DECO_GARDEN_PLANTEDFLOWERSMALL_YELLOW_INFO",,"Bright yellow flowers.","鮮やかな黄色い花。","밝은 노란색 꽃들입니다.","De belles fleurs jaunes.","Sonnig gelbe Blumen."
"TID_DECO_GARDEN_TILES_1_INFO",,"Ornate, reddish floor tiles.","スタイリッシュな紫のタイル。","화려한 붉은 빛이 도는 바닥 타일입니다.","Carrelage décoré de couleur rouge.","Kunstvolle rötliche Bodenfliesen."
"TID_DECO_GARDEN_TILES_2_INFO",,"Subtle, reddish floor tiles.","シンプルな紫のタイル。","은은한 붉은 빛이 도는 바닥 타일입니다.","Carrelage discret de couleur rouge.","Dezente rötliche Bodenfliesen."
"TID_DECO_GARDEN_TILES_3_INFO",,"Subtle, whitish floor tiles.","シンプルな白いタイル。","화려한 하얀 빛이 도는 바닥 타일입니다.","Carrelage discret de couleur blanche.","Dezente weißliche Bodenfliesen."
"TID_DECO_GARDEN_TILES_4_INFO",,"Ornate, whitish floor tiles.","スタイリッシュな白いタイル。","은은한 하얀 빛이 도는 바닥 타일입니다.","Carrelage décoré de couleur blanche.","Kunstvolle weißliche Bodenfliesen."
"TID_DECO_GARDEN_TILES_5_INFO",,"Lay a lovely pathway.","繋げていけば素敵な道が完成します。","사랑스러운 길을 깔아보세요.","Pour créer un joli petit chemin.","Verlege einen hübschen Pfad."
"TID_DECO_FARMER_WELL_INFO",,"Never runs dry.","水が枯れない井戸。","마르지 않는 우물입니다.","Impossible à assécher.","Wird niemals leer."
"TID_DECO_FARMER_SUNFLOWERS_INFO",,"Bright and cheery.","太陽のように明るく咲きます。","밝고 유쾌한 분위기의 꽃입니다.","Un vrai petit rayon de soleil.","Hell und fröhlich."
"TID_DECO_FARMER_HAYSTACK_INFO",,"A stack of hay.","四角く束ねた干し草。","건초 더미입니다.","Tas de foin.","Ein Haufen Heu."
"TID_DECO_FARMER_HAYROUNDED_INFO",,"A bale of hay.","丸く束ねた干し草。","건초 한 꾸러미입니다.","Et encore plus de foin.","Ein Ballen Heu."
"TID_DECO_FARMER_FLOWERCART_INFO",,"Appeal on wheels.","すいすい進むカート。","꽃으로 꾸민 수레입니다.","Sur roulettes.","Schönheit auf Rädern."
"TID_DECO_FARMER_TOOLSTORAGE_INFO",,"Handy tool organizer.","持ち運び便利な道具入れ。","유용한 도구 정리함입니다.","Très pratique pour ranger les outils.","Praktische Aufbewahrung für Werkzeuge."
"TID_DECO_FARMER_SCARECROW_INFO",,"A crow's worst nightmare.","カラスの天敵。","까마귀에게는 악몽처럼 무서운 존재입니다.","Le meilleur ennemi des corbeaux.","Der schlimmste Alptraum einer Krähe."
"TID_DECO_FARMER_WOODTILES_INFO",,"Rugged wooden flooring.","丈夫な木の板。","단단한 나무 바닥 타일입니다.","Parquet en bois brut.","Robuster Holzbodenbelag."
"TID_DECO_FARMER_WOODFENCE_GATE_INFO",,"Classic wooden gate.","昔ながらの木のゲート。","클래식한 나무 문입니다.","Portail en bois classique.","Klassisches Holztor."
"TID_DECO_FARMER_HAYSTACK_CART_INFO",,"A farmer needs hay.","農家の必需品。","농부에게 건초가 필요합니다.","Toujours plus de foin.","Ein Farmer braucht Heu."
"TID_DECO_FARMER_WOODFENCE_INFO",,"Classic picket fence.","昔ながら白いフェンス。","클래식한 울타리입니다.","Tout ce qu'il y a de plus classique.","Klassischer Lattenzaun."
"TID_DECO_FARMER_TILES_5_DRINKSTATION_INFO",,"They're not just for horses.","馬だけの物ではないんです。","말들만 사용하는 건 아니랍니다.","Ça ne sert pas que pour les chevaux.","Die sind nicht nur für Pferde."
"TID_DECO_VILLAGER_LAMP_INFO",,"Shine on, lamp.","暗い部屋でのプレイは控えましょう。","빛나는 조명입니다.","Cherche son cousin, le phare.","Laterne, Laterne."
"TID_DECO_VILLAGER_STATUE_INFO",,"Celebrate the majesty of her illustriousness, the Llama.","由緒あるラマの像をご覧あれ。","라마의 위엄을 기념하세요.","En l'honneur de sa sérénissime majesté, le lama.","Feiere die Pracht ihrer Majestät, dem Lama."
"TID_DECO_VILLAGER_STONETILE_INFO",,"Lay a rustic pathway.","素朴な道づくりに。","소박한 길을 깔아보세요.","Un petit chemin rustique.","Verlege einen rustikalen Pfad."
"TID_DECO_VILLAGER_BENCH_INFO",,"Surprisingly ergonomic!","使い勝手抜群！","놀랍도록 인체공학적입니다!","Plus confortable que vous ne le pensez.","Überraschend ergonomisch!"
"TID_DECO_VILLAGER_SIGN_INFO",,"A sun-adorned sign.","太陽が描かれた看板。","태양이 그려진 간판입니다.","Le soleil.","Ein sonnenbeschienenes Schild."
"TID_DECO_VILLAGER_STONEWALL_INFO",,"A sturdy wall.","頑丈な壁。","견고한 벽입니다.","Mur très résistant.","Eine stabile Mauer."
"TID_DECO_VILLAGER_MAILBOX_INFO",,"For postcards and secret admirers.","ハガキやファンレターをお待ちしています。","엽서나 비밀 편지를 보관합니다.","Pour les cartes et les admirateurs secrets.","Für Postkarten und heimliche Verehrer."
"TID_DECO_VILLAGER_BARREL_INFO",,"Plain old barrels.","普通の樽。","평범한 오래된 통입니다.","Tonneaux tout à fait classiques.","Einfache alte Fässer."
"TID_DECO_CAMPERS_TABLES_INFO",,"Perfect for picnics.","ピクニックには最適。","피크닉에 꼭 필요한 아이템입니다.","Le coin parfait pour un pique-nique.","Perfekt zum Picknicken."
"TID_DECO_CAMPERS_STUMP_INFO",,"Ex tree.","昔の大木。","한때는 나무였습니다...","Arbre parti faire un tour.","Ehemaliger Baum."
"TID_DECO_CAMPERS_FISHING_POND_INFO",,"Crisp and cool.","魚釣りはいかが？","산뜻하고 청량한 연못입니다.","Un coin de fraîcheur.","Kühl und frisch."
"TID_DECO_CAMPERS_FENCE_INFO",,"A woodsy fence.","木のフェンス。","통나무로 만든 울타리입니다.","Clôture en bois.","Ein holziger Zaun."
"TID_DECO_CAMPERS_BOX_INFO",,"What's in the box?","中には何が...？","상자 안에 뭐가 들었을까요?","Qu'est-ce qu'il y a dans la boîte ?","Was ist in der Kiste?"
"TID_DECO_CAMPERS_CAMPFIRE_INFO",,"Warm and smells great.","温かくて香ばしい。","따뜻하고 냄새도 좋습니다.","C'est chaud et ça sent bon !","Warm und wohlriechend."
"TID_DECO_CAMPERS_TENT_INFO",,"The inside of the great outdoors.","キャンプには欠かせません。","캠핑에서 텐트는 필수죠!","La maison préférée des aventuriers.","Das Innere der freien Natur."
"TID_DECO_CAMPERS_GRASS_INFO",,"A pleasant green patch.","触ると気持ちいい！","기분 좋은 초록색 잔디입니다.","Pour s'allonger et regarder les nuages.","Ein hübscher grüner Flecken."
"TID_DECO_CAMPERS_FLOWER_PINK_INFO",,"Pink wildflowers.","ピンクの野花。","분홍색 야생화입니다.","Fleurs sauvages roses.","Rosa Wildblumen."
"TID_DECO_CAMPERS_FLOWER_YELLOW_INFO",,"Yellow wildflowers.","黄色い野花。","노란색 야생화입니다.","Fleurs sauvages jaunes.","Gelbe Wildblumen."
"TID_DECO_CAMPERS_FLOWER_WHITE_INFO",,"White wildflowers.","白い野花。","하얀색 야생화입니다.","Fleurs sauvages blanches.","Weiße Wildblumen."
"TID_DECO_FESTIVAL_CLOTHES_INFO",,"So fresh.","洗濯日和。","깨끗하게 빨래 끝!","C'est la grande classe !","So frisch."
"TID_DECO_FESTIVAL_POTTEDFLOWERS_INFO",,"A pot of festive cheer.","お祝い事には花が一番。","축제 분위기가 느껴지는 화분입니다.","Un vrai concentré de joie !","Ein Topf voll festlicher Stimmung."
"TID_DECO_FESTIVAL_STAGE_INFO",,"For seasoned Valley performers.","エバーバレーで人気のパフォーマーだけが立てるステージ。","에버밸리에서 인기있는 공연이 펼쳐집니다.","Pour les artistes confirmés et confiants.","Für erfahrene Tal-Performer."
"TID_DECO_FESTIVAL_TENT_INFO",,"Plenty of room for everyone.","みんなで踊ろう！","다 함께 춤추고도 남을 공간입니다!","Il y aura de la place pour tout le monde.","Genug Platz für alle."
"TID_DECO_FESTIVAL_BALLOONS_INFO",,"Otto said they're unpoppable.","オットーいわく、破裂しないらしい...","오토가 그러는데 이 풍선은 절대 터지지 않는다네요.","Otto a promis qu'ils sont impossibles à percer.","Otto hat gesagt, die sind unzerstörbar."
"TID_DECO_FESTIVAL_FENCE_INFO",,"This fence is here to party.","パーティーに使うフェンス。","파티에 사용되는 울타리입니다.","Une clôture tout prête pour la fête.","Dieser Zaun ist zum Feiern hier."
"TID_DECO_FESTIVAL_LAMP_INFO",,"Festive flags for party lights.","パーティーの夜を照らします。","페스티벌 깃발이 파티 조명을 더욱 화사하게 만듭니다.","La lumière spéciale fête.","Festliche Fahnen für Partylichter."
"TID_DECO_FESTIVAL_CRATESET_INFO",,"Holds quite a few party supplies.","パーティーグッズがたくさん入ります。","꽤 많은 파티용품을 보관할 수 있습니다.","Tout ce qu'il faut pour faire les fous.","Da passt einiges an Partyzubehör rein."
"TID_DECO_FESTIVAL_BREADSTAND_INFO",,"For after party carbo cravings.","パーティーの後は売り切れ御免！","파티 후 출출할 때 먹으러 오세요.","Pour le petit creux, après avoir dansé toute la nuit.","Für Heißhungerattacken nach der Feier."
"TID_DECO_FESTIVAL_FEASTTABLE_INFO",,"For culinary celebrations.","ご馳走を並べよう！","축제에 음식이 빠지면 안 되죠!","Une vraie fête culinaire.","Für kulinarische Freudenfeste."
"TID_SHOP_POTIONS_SECTION",,"Potions","ポーション","물약","Potions","Tränke"
"TID_APP_TRACKING_TITLE",,"Thanks for playing Everdale!","エバーデールをお楽しみいただき、ありがとうございます！","에버데일을 플레이해주셔서 감사합니다.","Merci de jouer à Everdale","Danke, dass du Everdale spielst!"
"TID_APP_TRACKING_TEXT",,"We pay great attention to our users´ privacy and the use of personal data. We want to ask you for your permission to share your data with third party ad platforms for personalized advertising.\n\n<c327bd9>Allow</c> You let us share your data with third party ad platforms, so they can serve ads tailored to you.\n\n<c327bd9>Ask App not to Track</c> You do not allow us to share your data and your ads won´t be personalized.","皆さまにカスタマイズされた広告を表示できるよう、第三者の広告プラットフォームにプレイヤー様の情報を提供してもよろしいでしょうか？弊社では、プレイヤー様のプライバシーを守るため、個人情報の取り扱いには細心の注意を払っておりますので、その点はご安心ください。\n\n<c327bd9>許可する</c>：第三者の広告プラットフォームに情報が提供され、プレイヤー様の好みに沿った広告が表示されます。\n\n<c327bd9>トラッキングを拒否する</c>：情報は提供されず、広告もカスタマイズされません。","저희는 사용자 개인 정보 및 개인 데이터 사용에 많은 관심을 기울이고 있습니다. 맞춤 광고를 위해 제3자 광고 플랫폼에 데이터를 공유할 수 있는 권한을 요청합니다.\n\n<c327bd9>허용</c>: 맞춤화된 광고를 제공할 수 있도록 제3자 광고 플랫폼에 데이터를 공유합니다.\n\n<c327bd9>앱이 추적하지 않도록 요청</c>: 데이터를 공유를 허용하지 않으며 맞춤 광고를 원하지 않습니다.","Nous faisons très attention à la vie privée et aux données de nos utilisateurs. Nous avons besoin de votre permission pour partager vos données avec des sites tiers et des plateformes de publicité personnalisée.\n\n<c327bd9>Autoriser</c> Vous nous autorisez à partager vos données avec des sites tiers pour que vous receviez des publicités personnalisées.\n\n<c327bd9>Ne pas autoriser</c> Nous ne partagerons pas vos données et les publicités ne seront pas personnalisées.","Der Schutz der persönlichen Daten unserer Nutzer ist für uns von höchster Wichtigkeit. Deshalb bitten wir um deine Erlaubnis, deine Daten für personalisierte Werbung mit Werbeanbietern teilen zu dürfen.\n\n<c327bd9>Erlauben</c> Du erlaubst uns, deine Daten mit Werbeanbietern zu teilen, damit dir diese auf dich zugeschnittene Werbung anbieten können.\n\n<c327bd9>Der App Tracking verbieten</c> Du erlaubst uns nicht, deine Daten zu teilen und deine Werbung wird nicht personalisiert."
"TID_APP_TRACKING_BUTTON",,"Proceed","続ける","진행하기","Continuer","Weiter"
"TID_BOOST_TIME_FORMAT",,"<name>\n<time>","<name>\n<time>","<name>\n<time>","<name>\n<time>","<name>\n<time>"
"TID_BOOST_PUMPKINS",,"Faster Pumpkins","カボチャの生産速度アップ","호박 생산 가속","Citrouilles plus rapides","Schnellere Kürbisse"
"TID_BOOST_WOOD",,"Faster Wood","伐採速度アップ","목재 생산 가속","Bois plus rapide","Schnelleres Holz"
"TID_BOOST_STONE",,"Faster Stone","採石速度アップ","석재 생산 가속","Pierre plus rapide","Schnellere Steine"
"TID_BOOST_WALKING",,"Faster Walking","移動速度アップ","이동 가속","Marche plus rapide","Schnelleres Gehen"
"TID_BOOST_RESEARCH",,"Faster Research","開発速度アップ","연구 가속","Recherche plus rapide","Schnelleres Forschen"
"TID_BOOST_NO_HUNGER",,"Stay Full Longer","満腹の状態が継続","포만 상태 지속","Être rassasié plus longtemps","Bleibe länger satt"
"TID_BOOST_POTION_MAKER",,"Potion Maker Speed Boost","ポーション屋スピードブースト","물약 제조소 속도 부스트","Boost de vitesse de préparation de potion","Trankbrauerei-Tempoboost"
"TID_BOOST_WHEAT_FIELD",,"Wheat Field Speed Boost","小麦畑スピードブースト","밀밭 속도 부스트","Boost de vitesse de champ de blé","Weizenfeld-Tempoboost"
"TID_BOOST_LUMBERJACK_ACADEMY",,"Woodcutter's Guild Speed Boost","木こりアカデミースピードブースト","나무꾼의 길드 속도 부스트","Boost de vitesse de guilde des bûcherons","Holzfällerakademie-Tempoboost"
"TID_BOOST_BAKERY",,"Bakery Speed Boost","パン屋スピードブースト","베이커리 속도 부스트","Boost de vitesse de la boulangerie","Bäckerei-Tempoboost"
"TID_BOOST_SHEEP_PASTURE",,"Sheep Pasture Speed Boost","羊の牧場スピードブースト","양 목장 속도 부스트","Boost de vitesse de pâturage","Schafweide-Tempoboost"
"TID_BOOST_RESEARCH_ACADEMY",,"Research Guild Speed Boost","開発ギルドスピードブースト","연구원의 길드 속도 부스트","Boost de vitesse de guilde de recherche","Forschungsgilde-Tempoboost"
"TID_BOOST_CONSTRUCTION_ACADEMY",,"Construction Guild Speed Boost","建設ギルドスピードブースト","건설자의 길드 속도 부스트","Boost de vitesse de guilde de construction","Baugilde-Tempoboost"
"TID_BOOST_CLAYDIGGER_ACADEMY",,"Clay Diggers Guild Speed Boost","粘土採掘ギルドスピードブースト","점토 채굴꾼의 길드 속도 부스트","Boost de vitesse de guilde des mineurs d'argile","Lehmgräbergilde-Tempoboost"
"TID_BOOST_STONEMASON_ACADEMY",,"Stonemasons Guild Speed Boost","石工ギルドスピードブースト","석공의 길드 속도 부스트","Boost de vitesse de guilde des tailleurs de pierre","Steinmetzgilde-Tempoboost"
"TID_BOOST_FARMER_ACADEMY",,"Farmers Guild Speed Boost","農業ギルドスピードブースト","농부의 길드 속도 부스트","Boost de vitesse de guilde des fermiers","Farmergilde-Tempoboost"
"TID_BOOST_TAILOR",,"Tailor Speed Boost","仕立屋スピードブースト","양복점 속도 부스트","Boost de vitesse du tailleur","Schneiderei-Tempoboost"
